Mått;År;Region;Diagnos;Kön;Ålder;Värde
False;1997;13;1;3;7;16.02
False;1997;14;1;3;4;9.6
False;1997;17;1;3;7;10.6
False;1997;18;1;3;7;53.540000000000006
False;1997;19;1;3;5;27.74
False;1997;19;1;3;8;62.92999999999999
False;1997;21;1;3;3;24.28
False;1997;21;1;3;7;31.57
False;1997;21;1;3;8;50.93
False;1997;22;1;3;5;6.64
False;1997;23;1;3;8;36.32
False;1997;24;1;3;5;10.54
False;1997;24;1;3;6;22.8
False;1997;24;1;3;8;48.64
False;1997;25;1;3;7;16.669999999999998
False;1997;5;1;3;2;6.98
False;1997;5;1;3;8;60.42
False;1997;6;1;3;5;15.18
False;1997;9;1;3;8;183.12
False;1997;10;1;3;10;141.88000000000002
False;1997;18;1;3;5;29.090000000000003
False;1997;18;1;3;6;22.33
False;1997;25;1;3;9;49.21
False;1997;4;1;3;3;6.35
False;1997;4;1;3;7;17.4
False;1997;6;1;3;12;459.0799999999999
False;1997;9;1;3;6;92.35
False;1997;9;1;3;10;237.76
False;1997;12;1;3;2;12.049999999999999
False;1997;12;1;3;10;169.41999999999996
False;1997;17;1;3;10;151.52999999999997
False;1997;18;1;3;2;10.82
False;1997;18;1;3;9;78.35999999999999
False;1997;18;1;3;11;254.87
False;1997;19;1;3;10;102.28
False;1997;19;1;3;11;321.99
False;1997;19;1;3;13;993.56
False;1997;20;1;3;9;87.91000000000001
False;1997;21;1;3;10;168.12
False;1997;21;1;3;12;418.37
False;1997;22;1;3;10;98.97
False;1997;23;1;3;9;77.4
False;1997;23;1;3;11;288.77
False;1997;24;1;3;3;12.36
False;1997;1;1;3;2;5.1
False;1997;3;1;3;9;82.47
False;1997;3;1;3;12;454.59000000000003
False;1997;5;1;3;5;31.039999999999996
False;1997;6;1;3;10;130.18
False;1997;7;1;3;5;25.380000000000003
False;1997;7;1;3;11;180.54999999999995
False;1997;8;1;3;7;38.27
False;1997;10;1;3;6;42.04
False;1997;10;1;3;9;94.39999999999999
False;1997;10;1;3;12;539.7
False;1997;13;1;3;11;315.61
False;1997;19;1;3;14;1342.4
False;1997;22;1;3;4;6.71
False;1997;23;1;3;10;138.11
False;1997;23;1;3;14;1508.98
False;1997;25;1;3;10;149.33
False;1997;3;1;3;14;1236.9800000000002
False;1997;4;1;3;10;196.09
False;1997;4;1;3;14;1521.42
False;1997;6;1;3;9;80.96000000000001
False;1997;6;1;3;13;758.4399999999999
False;1997;7;1;3;14;1075.0
False;1997;8;1;3;13;920.9199999999998
False;1997;9;1;3;16;3779.38
False;1997;9;1;3;17;6634.77
False;1997;20;1;3;11;360.92
False;1997;20;1;3;14;1326.07
False;1997;21;1;3;13;893.4499999999999
False;1997;21;1;3;14;1371.8600000000001
False;1997;21;1;3;15;2683.1799999999994
False;1997;23;1;3;13;740.5699999999999
False;1997;25;1;3;8;40.25
False;1997;25;1;3;15;2591.0099999999998
False;1997;18;1;3;4;18.75
False;1997;25;1;3;4;19.259999999999998
False;1997;1;1;3;4;7.699999999999999
False;1997;3;1;3;1;87.16
False;1997;3;1;3;2;13.620000000000001
False;1997;3;1;3;11;238.79999999999995
False;1997;6;1;3;4;24.590000000000003
False;1997;7;1;3;1;76.94999999999999
False;1997;7;1;3;16;3681.76
False;1997;7;1;3;17;6905.4400000000005
False;1997;8;1;3;1;81.07
False;1997;8;1;3;2;6.03
False;1997;8;1;3;3;6.79
False;1997;8;1;3;6;21.41
False;1997;8;1;3;8;41.15
False;1997;9;1;3;1;89.64
False;1997;9;1;3;9;243.37
False;1997;9;1;3;15;2628.88
False;1997;10;1;3;5;31.56
False;1997;13;1;3;2;20.16
False;1997;13;1;3;8;67.58
False;1997;13;1;3;9;89.12
False;1997;14;1;3;2;8.729999999999999
False;1997;14;1;3;3;8.02
False;1997;14;1;3;8;44.47
False;1997;17;1;3;2;15.870000000000001
False;1997;17;1;3;4;18.990000000000002
False;1997;17;1;3;5;11.82
False;1997;17;1;3;6;35.11
False;1997;17;1;3;9;113.41000000000003
False;1997;18;1;3;13;988.44
False;1997;19;1;3;2;17.700000000000003
False;1997;19;1;3;9;95.10000000000001
False;1997;20;1;3;2;4.98
False;1997;20;1;3;4;29.209999999999997
False;1997;20;1;3;5;31.060000000000002
False;1997;20;1;3;6;18.36
False;1997;20;1;3;7;21.85
False;1997;20;1;3;15;2359.3400000000006
False;1997;21;1;3;2;15.450000000000001
False;1997;21;1;3;11;347.81999999999994
False;1997;22;1;3;8;26.0
False;1997;22;1;3;13;825.7100000000002
False;1997;23;1;3;1;54.15
False;1997;23;1;3;2;21.98
False;1997;23;1;3;16;4138.48
False;1997;24;1;3;9;74.67
False;1997;24;1;3;10;117.35000000000001
False;1997;24;1;3;12;423.61000000000007
False;1997;25;1;3;6;30.0
False;1997;25;1;3;12;510.65
False;1997;0;1;3;1;74.58999999999999
False;1997;0;1;3;2;8.71
False;1997;0;1;3;3;6.77
False;1997;0;1;3;4;11.35
False;1997;0;1;3;5;16.15
False;1997;0;1;3;6;15.92
False;1997;0;1;3;7;26.809999999999995
False;1997;0;1;3;8;47.97
False;1997;0;1;3;9;88.21
False;1997;0;1;3;10;160.89999999999998
False;1997;0;1;3;11;302.91999999999996
False;1997;0;1;3;12;484.9
False;1997;0;1;3;13;869.5400000000001
False;1997;0;1;3;14;1453.7300000000002
False;1997;0;1;3;15;2479.8100000000004
False;1997;0;1;3;16;4124.4800000000005
False;1997;0;1;3;17;7251.99
False;1997;0;1;3;18;15386.54
False;1997;0;1;3;19;972.64
False;1997;1;1;3;1;66.52
False;1997;1;1;3;3;9.610000000000001
False;1997;1;1;3;5;14.45
False;1997;1;1;3;6;14.379999999999999
False;1997;1;1;3;7;31.169999999999998
False;1997;1;1;3;8;46.75000000000001
False;1997;1;1;3;9;98.42000000000002
False;1997;1;1;3;10;188.06
False;1997;1;1;3;11;304.55
False;1997;1;1;3;12;507.03999999999996
False;1997;1;1;3;13;874.47
False;1997;1;1;3;14;1503.3600000000001
False;1997;1;1;3;15;2561.3800000000006
False;1997;1;1;3;16;3941.2899999999995
False;1997;1;1;3;17;6841.29
False;1997;1;1;3;18;14444.18
False;1997;1;1;3;19;820.9399999999999
False;1997;3;1;3;8;49.3
False;1997;3;1;3;10;194.70999999999998
False;1997;3;1;3;13;783.1500000000001
False;1997;3;1;3;15;2245.9599999999996
False;1997;3;1;3;16;3705.6300000000006
False;1997;3;1;3;17;7008.93
False;1997;3;1;3;18;14011.18
False;1997;3;1;3;19;766.48
False;1997;4;1;3;1;126.88000000000001
False;1997;4;1;3;5;27.56
False;1997;4;1;3;11;265.77
False;1997;4;1;3;12;573.68
False;1997;4;1;3;13;1005.9100000000001
False;1997;4;1;3;15;2428.59
False;1997;4;1;3;16;4061.560000000001
False;1997;4;1;3;17;7336.429999999999
False;1997;4;1;3;18;15457.64
False;1997;4;1;3;19;1012.36
False;1997;5;1;3;1;90.69999999999999
False;1997;5;1;3;10;180.76999999999998
False;1997;5;1;3;11;354.98
False;1997;5;1;3;12;388.67
False;1997;5;1;3;13;744.7800000000002
False;1997;5;1;3;14;1450.9200000000003
False;1997;5;1;3;15;2344.0099999999993
False;1997;5;1;3;16;4128.59
False;1997;5;1;3;17;7422.989999999999
False;1997;5;1;3;18;15446.369999999995
False;1997;5;1;3;19;977.0900000000001
False;1997;6;1;3;1;64.09
False;1997;6;1;3;6;18.889999999999997
False;1997;6;1;3;8;39.38
False;1997;6;1;3;11;296.87
False;1997;6;1;3;14;1248.1399999999999
False;1997;6;1;3;15;2370.42
False;1997;6;1;3;16;4141.650000000001
False;1997;6;1;3;17;6849.38
False;1997;6;1;3;18;15311.269999999997
False;1997;6;1;3;19;997.2800000000001
False;1997;7;1;3;8;55.3
False;1997;7;1;3;12;401.7200000000001
False;1997;7;1;3;13;690.3
False;1997;7;1;3;15;2268.79
False;1997;7;1;3;18;14883.73
False;1997;7;1;3;19;952.9600000000002
False;1997;8;1;3;10;188.06
False;1997;8;1;3;11;228.47999999999996
False;1997;8;1;3;12;655.28
False;1997;8;1;3;14;1381.5700000000002
False;1997;8;1;3;15;2496.23
False;1997;8;1;3;16;4108.56
False;1997;8;1;3;17;7269.56
False;1997;8;1;3;18;15282.869999999999
False;1997;8;1;3;19;1121.85
False;1997;9;1;3;14;1214.91
False;1997;9;1;3;18;16386.079999999998
False;1997;9;1;3;19;1026.2700000000002
False;1997;10;1;3;11;443.92
False;1997;10;1;3;13;919.39
False;1997;10;1;3;14;1456.3200000000002
False;1997;10;1;3;15;2512.6100000000006
False;1997;10;1;3;16;3807.6899999999996
False;1997;10;1;3;17;7208.0
False;1997;10;1;3;18;16736.84
False;1997;10;1;3;19;1103.2000000000003
False;1997;12;1;3;1;89.64
False;1997;12;1;3;4;17.25
False;1997;12;1;3;5;15.260000000000002
False;1997;12;1;3;6;15.860000000000001
False;1997;12;1;3;7;32.08
False;1997;12;1;3;8;52.81
False;1997;12;1;3;9;74.38
False;1997;12;1;3;11;323.52000000000004
False;1997;12;1;3;12;517.2400000000001
False;1997;12;1;3;13;906.45
False;1997;12;1;3;14;1586.84
False;1997;12;1;3;15;2377.59
False;1997;12;1;3;16;4067.6499999999996
False;1997;12;1;3;17;6809.96
False;1997;12;1;3;18;14947.83
False;1997;12;1;3;19;994.0999999999999
False;1997;13;1;3;1;80.96000000000001
False;1997;13;1;3;10;110.22
False;1997;13;1;3;12;436.02
False;1997;13;1;3;13;907.5600000000001
False;1997;13;1;3;14;1271.1799999999998
False;1997;13;1;3;15;2171.51
False;1997;13;1;3;16;3691.3599999999997
False;1997;13;1;3;17;6649.89
False;1997;13;1;3;18;16191.990000000002
False;1997;13;1;3;19;924.67
False;1997;14;1;3;1;71.13
False;1997;14;1;3;5;11.650000000000002
False;1997;14;1;3;6;16.310000000000002
False;1997;14;1;3;7;29.46
False;1997;14;1;3;9;94.24000000000001
False;1997;14;1;3;10;150.66
False;1997;14;1;3;11;298.67999999999995
False;1997;14;1;3;12;438.46999999999997
False;1997;14;1;3;13;861.1800000000001
False;1997;14;1;3;14;1410.07
False;1997;14;1;3;15;2461.52
False;1997;14;1;3;16;4091.43
False;1997;14;1;3;17;7566.249999999999
False;1997;14;1;3;18;15249.490000000002
False;1997;14;1;3;19;979.5900000000001
False;1997;17;1;3;1;63.53
False;1997;17;1;3;8;45.84
False;1997;17;1;3;11;348.85
False;1997;17;1;3;12;404.48999999999995
False;1997;17;1;3;13;864.8700000000001
False;1997;17;1;3;14;1717.92
False;1997;17;1;3;15;2755.2099999999996
False;1997;17;1;3;16;4474.06
False;1997;17;1;3;17;8260.910000000002
False;1997;17;1;3;18;16745.25
False;1997;17;1;3;19;1174.77
False;1997;18;1;3;1;117.99
False;1997;18;1;3;10;138.57999999999998
False;1997;18;1;3;12;537.1300000000001
False;1997;18;1;3;14;1338.11
False;1997;18;1;3;15;2436.16
False;1997;18;1;3;16;4373.2
False;1997;18;1;3;17;7361.170000000001
False;1997;18;1;3;18;15673.880000000001
False;1997;18;1;3;19;1091.4300000000003
False;1997;19;1;3;1;69.13
False;1997;19;1;3;12;545.15
False;1997;19;1;3;15;2240.77
False;1997;19;1;3;16;4435.2699999999995
False;1997;19;1;3;17;6982.19
False;1997;19;1;3;18;15602.550000000003
False;1997;19;1;3;19;969.9300000000001
False;1997;20;1;3;1;43.93000000000001
False;1997;20;1;3;8;50.7
False;1997;20;1;3;10;176.11999999999998
False;1997;20;1;3;12;479.69
False;1997;20;1;3;13;922.83
False;1997;20;1;3;16;4780.199999999999
False;1997;20;1;3;17;7570.639999999999
False;1997;20;1;3;18;16961.6
False;1997;20;1;3;19;1148.6000000000001
False;1997;21;1;3;1;64.62
False;1997;21;1;3;5;12.12
False;1997;21;1;3;9;95.42999999999999
False;1997;21;1;3;16;4471.089999999999
False;1997;21;1;3;17;7179.839999999998
False;1997;21;1;3;18;15702.539999999999
False;1997;21;1;3;19;1099.35
False;1997;22;1;3;1;80.55000000000001
False;1997;22;1;3;7;36.11
False;1997;22;1;3;9;118.82999999999998
False;1997;22;1;3;11;247.64999999999998
False;1997;22;1;3;12;569.88
False;1997;22;1;3;14;1580.8600000000001
False;1997;22;1;3;15;2954.2000000000003
False;1997;22;1;3;16;4572.110000000001
False;1997;22;1;3;17;7794.29
False;1997;22;1;3;18;17250.199999999997
False;1997;22;1;3;19;1184.5
False;1997;23;1;3;12;508.39
False;1997;23;1;3;15;2941.63
False;1997;23;1;3;17;7941.570000000001
False;1997;23;1;3;18;17452.179999999997
False;1997;23;1;3;19;1188.6300000000003
False;1997;24;1;3;1;32.08
False;1997;24;1;3;7;34.309999999999995
False;1997;24;1;3;11;323.86
False;1997;24;1;3;13;856.33
False;1997;24;1;3;14;1539.1599999999999
False;1997;24;1;3;15;2520.4500000000003
False;1997;24;1;3;16;4247.6
False;1997;24;1;3;17;7967.390000000001
False;1997;24;1;3;18;16213.74
False;1997;24;1;3;19;922.46
False;1997;25;1;3;1;88.23000000000002
False;1997;25;1;3;2;5.51
False;1997;25;1;3;11;235.96000000000004
False;1997;25;1;3;13;785.0299999999999
False;1997;25;1;3;14;1696.6399999999999
False;1997;25;1;3;16;4175.76
False;1997;25;1;3;17;8211.47
False;1997;25;1;3;18;15352.57
False;1997;25;1;3;19;921.3199999999998
False;1997;1;4;3;1;0.86
False;1997;1;4;3;17;7.72
False;1997;1;4;3;18;3.07
False;1997;6;4;3;1;4.93
False;1997;6;4;3;5;10.12
False;1997;6;4;3;17;10.44
False;1997;7;4;3;17;19.79
False;1997;8;4;3;16;9.42
False;1997;10;4;3;11;8.7
False;1997;13;4;3;4;6.1
False;1997;14;4;3;1;1.09
False;1997;17;4;3;15;7.16
False;1997;20;4;3;3;5.61
False;1997;20;4;3;10;4.76
False;1997;20;4;3;13;7.32
False;1997;20;4;3;18;15.0
False;1997;22;4;3;16;8.96
False;1997;24;4;3;1;6.42
False;1997;24;4;3;4;6.22
False;1997;5;4;3;17;8.95
False;1997;5;4;3;18;11.15
False;1997;6;4;3;9;4.76
False;1997;9;4;3;9;24.34
False;1997;13;4;3;3;5.88
False;1997;13;4;3;10;5.25
False;1997;18;4;3;15;7.86
False;1997;19;4;3;13;8.42
False;1997;19;4;3;17;30.29
False;1997;21;4;3;9;5.3
False;1997;24;4;3;18;45.48
False;1997;3;4;3;7;4.35
False;1997;4;4;3;4;6.54
False;1997;5;4;3;7;3.4
False;1997;5;4;3;10;3.48
False;1997;5;4;3;14;10.96
False;1997;6;4;3;4;9.84
False;1997;7;4;3;8;9.22
False;1997;7;4;3;9;16.96
False;1997;13;4;3;5;6.29
False;1997;13;4;3;6;5.97
False;1997;17;4;3;10;5.05
False;1997;18;4;3;5;5.82
False;1997;18;4;3;10;5.13
False;1997;21;4;3;11;9.16
False;1997;25;4;3;3;12.72
False;1997;25;4;3;5;18.549999999999997
False;1997;21;4;3;16;15.88
False;1997;1;4;3;3;2.14
False;1997;1;4;3;4;5.5
False;1997;1;4;3;5;9.02
False;1997;1;4;3;6;3.6
False;1997;1;4;3;8;1.54
False;1997;1;4;3;9;5.79
False;1997;1;4;3;10;1.62
False;1997;1;4;3;13;5.6
False;1997;1;4;3;14;1.52
False;1997;1;4;3;16;1.72
False;1997;3;4;3;5;4.31
False;1997;3;4;3;6;4.37
False;1997;3;4;3;8;4.93
False;1997;3;4;3;11;9.01
False;1997;3;4;3;12;19.76
False;1997;3;4;3;13;25.259999999999998
False;1997;3;4;3;16;10.38
False;1997;4;4;3;7;5.8
False;1997;4;4;3;8;12.38
False;1997;4;4;3;11;5.01
False;1997;4;4;3;13;8.05
False;1997;4;4;3;14;8.27
False;1997;4;4;3;15;25.380000000000003
False;1997;4;4;3;16;28.67
False;1997;4;4;3;18;18.25
False;1997;4;4;3;19;5.45
False;1997;5;4;3;5;10.34
False;1997;5;4;3;6;3.57
False;1997;5;4;3;9;7.5
False;1997;5;4;3;13;5.32
False;1997;5;4;3;16;18.21
False;1997;6;4;3;6;4.72
False;1997;6;4;3;10;13.47
False;1997;6;4;3;12;5.74
False;1997;6;4;3;15;6.6
False;1997;7;4;3;10;7.85
False;1997;7;4;3;11;7.85
False;1997;7;4;3;12;10.3
False;1997;7;4;3;14;11.81
False;1997;7;4;3;15;36.99
False;1997;8;4;3;2;6.03
False;1997;8;4;3;5;14.58
False;1997;8;4;3;6;14.28
False;1997;8;4;3;7;6.38
False;1997;8;4;3;8;27.44
False;1997;8;4;3;12;14.56
False;1997;8;4;3;13;8.3
False;1997;8;4;3;17;26.87
False;1997;8;4;3;18;31.88
False;1997;9;4;3;6;30.78
False;1997;9;4;3;19;3.46
False;1997;10;4;3;6;10.51
False;1997;10;4;3;9;20.98
False;1997;10;4;3;10;28.37
False;1997;10;4;3;12;22.03
False;1997;10;4;3;13;25.19
False;1997;12;4;3;3;1.55
False;1997;12;4;3;4;3.14
False;1997;12;4;3;5;9.71
False;1997;12;4;3;8;8.34
False;1997;12;4;3;10;7.6899999999999995
False;1997;12;4;3;11;3.72
False;1997;12;4;3;12;3.24
False;1997;12;4;3;15;16.12
False;1997;12;4;3;16;13.81
False;1997;12;4;3;17;32.47
False;1997;12;4;3;18;3.91
False;1997;13;4;3;2;5.04
False;1997;13;4;3;7;21.35
False;1997;13;4;3;11;5.09
False;1997;13;4;3;12;13.62
False;1997;14;4;3;3;2.3
False;1997;14;4;3;8;3.0300000000000002
False;1997;14;4;3;10;3.88
False;1997;14;4;3;11;6.72
False;1997;14;4;3;15;18.68
False;1997;14;4;3;16;6.96
False;1997;14;4;3;18;21.35
False;1997;17;4;3;1;12.7
False;1997;17;4;3;4;12.66
False;1997;17;4;3;5;11.82
False;1997;17;4;3;6;23.42
False;1997;17;4;3;7;5.3
False;1997;17;4;3;8;11.46
False;1997;17;4;3;14;27.490000000000002
False;1997;18;4;3;6;11.16
False;1997;18;4;3;8;5.91
False;1997;18;4;3;18;45.12
False;1997;19;4;3;8;6.29
False;1997;19;4;3;9;6.34
False;1997;19;4;3;12;6.81
False;1997;19;4;3;16;10.29
False;1997;19;4;3;19;2.8499999999999996
False;1997;20;4;3;1;12.56
False;1997;20;4;3;4;11.69
False;1997;20;4;3;7;10.93
False;1997;20;4;3;8;5.63
False;1997;20;4;3;9;15.52
False;1997;20;4;3;11;9.37
False;1997;20;4;3;16;23.06
False;1997;21;4;3;2;5.15
False;1997;21;4;3;3;6.07
False;1997;21;4;3;5;6.06
False;1997;21;4;3;6;5.78
False;1997;21;4;3;7;10.52
False;1997;21;4;3;10;4.8
False;1997;21;4;3;12;6.15
False;1997;21;4;3;15;14.32
False;1997;22;4;3;4;6.71
False;1997;22;4;3;6;6.52
False;1997;22;4;3;8;6.5
False;1997;22;4;3;9;11.88
False;1997;22;4;3;11;15.48
False;1997;22;4;3;13;7.51
False;1997;22;4;3;15;7.84
False;1997;23;4;3;4;52.4
False;1997;23;4;3;5;12.37
False;1997;23;4;3;15;15.01
False;1997;23;4;3;16;16.1
False;1997;24;4;3;6;11.41
False;1997;24;4;3;15;8.75
False;1997;25;4;3;6;6.0
False;1997;25;4;3;9;21.87
False;1997;25;4;3;16;43.62
False;1997;25;4;3;18;43.86
False;1997;12;4;3;6;7.93
False;1997;13;4;3;16;28.98
False;1997;21;4;3;4;12.74
False;1997;10;4;3;7;9.85
False;1997;12;4;3;9;5.51
False;1997;14;4;3;5;7.41
False;1997;14;4;3;12;2.54
False;1997;18;4;3;7;16.060000000000002
False;1997;24;4;3;9;17.23
False;1997;1;4;3;2;0.85
False;1997;0;4;3;1;1.87
False;1997;0;4;3;2;1.6400000000000001
False;1997;0;4;3;3;2.12
False;1997;0;4;3;4;6.36
False;1997;0;4;3;5;9.87
False;1997;0;4;3;6;7.3
False;1997;0;4;3;7;6.43
False;1997;0;4;3;8;6.84
False;1997;0;4;3;9;7.4799999999999995
False;1997;0;4;3;10;4.33
False;1997;0;4;3;11;5.869999999999999
False;1997;0;4;3;12;4.9799999999999995
False;1997;0;4;3;13;6.17
False;1997;0;4;3;14;5.84
False;1997;0;4;3;15;9.13
False;1997;0;4;3;16;10.509999999999998
False;1997;0;4;3;17;11.52
False;1997;0;4;3;18;12.659999999999998
False;1997;0;4;3;19;6.18
False;1997;1;4;3;7;4.550000000000001
False;1997;1;4;3;11;3.0300000000000002
False;1997;1;4;3;12;1.08
False;1997;1;4;3;19;3.25
False;1997;3;4;3;14;17.68
False;1997;3;4;3;19;4.94
False;1997;5;4;3;2;3.49
False;1997;5;4;3;8;15.11
False;1997;5;4;3;12;8.94
False;1997;5;4;3;19;5.53
False;1997;6;4;3;11;4.37
False;1997;6;4;3;19;4.25
False;1997;7;4;3;4;17.78
False;1997;7;4;3;5;8.46
False;1997;7;4;3;19;7.82
False;1997;8;4;3;4;7.03
False;1997;8;4;3;19;7.870000000000001
False;1997;10;4;3;5;10.52
False;1997;10;4;3;15;14.2
False;1997;10;4;3;19;9.23
False;1997;12;4;3;7;3.7
False;1997;12;4;3;13;3.82
False;1997;12;4;3;14;5.87
False;1997;12;4;3;19;6.279999999999999
False;1997;13;4;3;1;11.56
False;1997;13;4;3;19;6.66
False;1997;14;4;3;2;0.97
False;1997;14;4;3;4;4.8
False;1997;14;4;3;6;11.52
False;1997;14;4;3;7;8.04
False;1997;14;4;3;9;8.1
False;1997;14;4;3;13;4.5
False;1997;14;4;3;14;10.709999999999999
False;1997;14;4;3;17;10.0
False;1997;14;4;3;19;6.54
False;1997;17;4;3;3;6.15
False;1997;17;4;3;9;16.200000000000003
False;1997;17;4;3;11;14.74
False;1997;17;4;3;16;16.16
False;1997;17;4;3;19;9.959999999999999
False;1997;18;4;3;12;6.47
False;1997;18;4;3;13;8.24
False;1997;18;4;3;19;5.09
False;1997;20;4;3;5;31.07
False;1997;20;4;3;12;6.31
False;1997;20;4;3;14;14.42
False;1997;20;4;3;17;22.84
False;1997;20;4;3;19;10.11
False;1997;21;4;3;8;11.32
False;1997;21;4;3;19;6.649999999999999
False;1997;22;4;3;5;33.199999999999996
False;1997;22;4;3;7;12.04
False;1997;22;4;3;10;5.5
False;1997;22;4;3;12;6.7
False;1997;22;4;3;18;49.650000000000006
False;1997;22;4;3;19;9.0
False;1997;23;4;3;6;24.89
False;1997;23;4;3;7;11.33
False;1997;23;4;3;8;12.11
False;1997;23;4;3;10;10.62
False;1997;23;4;3;11;41.25
False;1997;23;4;3;13;31.52
False;1997;23;4;3;19;13.45
False;1997;24;4;3;2;10.86
False;1997;24;4;3;5;10.54
False;1997;24;4;3;8;12.16
False;1997;24;4;3;19;6.180000000000001
False;1997;25;4;3;2;11.02
False;1997;25;4;3;4;12.84
False;1997;25;4;3;7;16.669999999999998
False;1997;25;4;3;8;34.5
False;1997;25;4;3;11;15.73
False;1997;25;4;3;12;6.55
False;1997;25;4;3;13;14.28
False;1997;25;4;3;17;16.07
False;1997;25;4;3;19;13.68
False;1997;0;2;3;3;1.3499999999999999
False;1997;0;2;3;4;4.38
False;1997;0;2;3;5;15.600000000000001
False;1997;0;2;3;6;14.74
False;1997;0;2;3;7;17.62
False;1997;0;2;3;8;26.380000000000003
False;1997;0;2;3;9;29.060000000000002
False;1997;0;2;3;10;29.68
False;1997;0;2;3;11;35.620000000000005
False;1997;0;2;3;12;41.89
False;1997;0;2;3;13;35.06
False;1997;0;2;3;14;35.339999999999996
False;1997;0;2;3;15;51.120000000000005
False;1997;0;2;3;16;90.96
False;1997;0;2;3;17;262.34
False;1997;0;2;3;18;772.7900000000001
False;1997;0;2;3;19;46.7
False;1997;1;2;3;3;1.07
False;1997;1;2;3;4;3.3
False;1997;1;2;3;5;22.580000000000002
False;1997;1;2;3;6;17.25
False;1997;1;2;3;7;21.419999999999998
False;1997;1;2;3;8;26.06
False;1997;1;2;3;9;33.07
False;1997;1;2;3;10;29.18
False;1997;1;2;3;11;40.91
False;1997;1;2;3;12;30.14
False;1997;1;2;3;13;30.78
False;1997;1;2;3;14;30.46
False;1997;1;2;3;15;55.519999999999996
False;1997;1;2;3;16;79.0
False;1997;1;2;3;17;254.72
False;1997;1;2;3;18;887.97
False;1997;1;2;3;19;45.05
False;1997;3;2;3;4;11.28
False;1997;3;2;3;5;12.94
False;1997;3;2;3;6;17.47
False;1997;3;2;3;7;8.71
False;1997;3;2;3;8;9.86
False;1997;3;2;3;9;24.26
False;1997;3;2;3;10;36.23
False;1997;3;2;3;11;22.53
False;1997;3;2;3;12;19.77
False;1997;3;2;3;14;26.51
False;1997;3;2;3;15;73.95
False;1997;3;2;3;16;93.42
False;1997;3;2;3;17;163.69
False;1997;3;2;3;18;401.82000000000005
False;1997;3;2;3;19;29.97
False;1997;4;2;3;4;6.54
False;1997;4;2;3;5;20.669999999999998
False;1997;4;2;3;6;19.57
False;1997;4;2;3;7;11.6
False;1997;4;2;3;8;30.96
False;1997;4;2;3;9;11.83
False;1997;4;2;3;10;15.899999999999999
False;1997;4;2;3;11;25.07
False;1997;4;2;3;12;27.0
False;1997;4;2;3;13;16.1
